编号	ID
EQ_HJ_004_3_1	715601261776625667
EQ_HJ_004_3_2	715601261776625669
EQ_HJ_004_3_3	710062247652888577
EQ_HJ_004_4_1	715601261772431371
EQ_HJ_004_4_2	715601261772431375
EQ_HJ_004_4_3	710061638287626245
EQ_HJ_005_1_1	715601261772431367
EQ_HJ_005_1_2	715601261772431367
EQ_HJ_005_1_3	715601261780819971
EQ_HJ_005_2_1	715601261785014283
EQ_HJ_005_2_2	715601261780819977
EQ_HJ_005_2_3	710062247598362627
EQ_HJ_005_3_1	715601261776625673
EQ_HJ_005_3_2	715601261776625673
EQ_HJ_005_3_3	715601261785014279
EQ_HJ_005_4_1	715601261805985797
EQ_HJ_005_4_2	715601261801791491
EQ_HJ_005_4_3	715601261801791491
EQ_HJ_006_1_1	715601261810180101
EQ_HJ_006_1_2	715601261810180103
EQ_HJ_006_1_3	710062247585779716
EQ_HJ_006_2_1	715601261818568707
EQ_HJ_006_2_2	715601261785014277
EQ_HJ_006_2_3	715601261785014275
EQ_HJ_006_3_1	715601261780819975
EQ_HJ_006_3_2	715601261797597189
EQ_HJ_006_3_3	710062247652888589
EQ_HJ_006_4_1	715601261789208579
EQ_HJ_006_4_2	715601261793402889
EQ_HJ_006_4_3	710061638262460419
EQ_HJ_007_1_1	715601261797597185
EQ_HJ_007_1_2	715601261789208577
EQ_HJ_007_1_3	710062247564808201
EQ_HJ_007_2_1	715601261801791489
EQ_HJ_007_2_2	715601261801791489
EQ_HJ_007_2_3	710062247606751237
EQ_HJ_007_3_1	715601261793402885
EQ_HJ_007_3_2	715601261805985793
EQ_HJ_007_3_3	715601261805985793
EQ_HJ_007_4_1	715601261805985799
EQ_HJ_007_4_2	715601261801791493
EQ_HJ_007_4_3	710061638291820547
EQ_HJ_008_1_1	715601261814374401
EQ_HJ_008_1_2	715601261805985801
EQ_HJ_008_1_3	710062247594168327
EQ_HJ_008_2_1	715601261814374403
EQ_HJ_008_2_2	715601261810180099
EQ_HJ_008_2_3	715601261810180099
EQ_HJ_008_3_1	715601261814374405
EQ_HJ_008_3_2	715601261814374405
EQ_HJ_008_3_3	715601261822763009
EQ_HJ_008_4_1	715601261831151621
EQ_HJ_008_4_2	715601261831151621
EQ_HJ_008_4_3	710061638258266123
EQ_HJ_009_1_1	715601261818568709
EQ_HJ_009_1_2	715601261818568709
EQ_HJ_009_1_3	710062247577391117
EQ_HJ_009_2_1	715601261826957317
EQ_HJ_009_2_2	715601261831151619
EQ_HJ_009_2_3	710062247606751235
EQ_HJ_009_3_1	715601261843734533
EQ_HJ_009_3_2	715601261839540229
EQ_HJ_009_3_3	715601261839540229
EQ_HJ_009_4_1	715601261847928833
EQ_HJ_009_4_2	715601261847928835
EQ_HJ_009_4_3	715601261847928835
EQ_HJ_010_1_1	715601261839540231
EQ_HJ_010_1_2	715601261856317441
EQ_HJ_010_1_3	715601261856317441
EQ_HJ_010_2_1	715601261852123139
EQ_HJ_010_2_2	715601261860511749
EQ_HJ_010_2_3	710062247602556937
EQ_HJ_010_3_1	715601261852123143
EQ_HJ_010_3_2	715601261860511755
EQ_HJ_010_3_3	710062247657082883
EQ_HJ_010_4_1	715601261856317443
EQ_HJ_010_4_2	715601261860511751
EQ_HJ_010_4_3	710061638254071817
EQ_HJ_011_1_1	715601261860511748
EQ_HJ_011_1_2	715601261860511753
EQ_HJ_011_1_3	715601261864706049
EQ_HJ_011_2_1	715601261868900353
EQ_HJ_011_2_2	715601261864706053
EQ_HJ_011_2_3	715601261864706053
EQ_HJ_011_3_1	715601261877288965
EQ_HJ_011_3_2	715601261877288973
EQ_HJ_011_3_3	710062247652888595
EQ_HJ_011_4_1	715601261877288967
EQ_HJ_011_4_2	715601261877288971
EQ_HJ_011_4_3	710061638245683205
EQ_HJ_012_1_1	715601261877288963
EQ_HJ_012_1_2	715601261877288969
EQ_HJ_012_1_3	715601261873094657
EQ_HJ_012_2_1	715601261885677573
EQ_HJ_012_2_2	715601261885677579
EQ_HJ_012_2_3	710062247615139865
EQ_HJ_012_3_1	715601261885677589
EQ_HJ_012_3_2	715601261885677571
EQ_HJ_012_3_3	710062247657082881
EQ_HJ_012_4_1	715601261885677575
EQ_HJ_012_4_2	715601261889871873
EQ_HJ_012_4_3	715601261889871873
EQ_HJ_013_1_1	715601261889871875
EQ_HJ_013_1_2	715601261889871875
EQ_HJ_013_1_3	710062247577391107
EQ_HJ_013_2_1	715601261889871877
EQ_HJ_013_2_2	715601261894066189
EQ_HJ_013_2_3	710062247615139859
EQ_HJ_013_3_1	715601261889871879
EQ_HJ_013_3_2	715601261885677587
EQ_HJ_013_3_3	715601261885677587
EQ_HJ_013_4_1	715601261894066201
EQ_HJ_013_4_2	715601261894066201
EQ_HJ_013_4_3	710061252818505729
FQ_HJ_001_1_1	715601261894066177
FQ_HJ_001_1_2	715601261894066183
FQ_HJ_001_1_3	715601261894066183
FQ_HJ_001_2_1	715601261894066195
FQ_HJ_001_2_2	715601261894066179
FQ_HJ_001_2_3	715601261894066181
FQ_HJ_001_3_1	715601261898260483
FQ_HJ_001_3_2	715601261898260483
FQ_HJ_001_3_3	710062247665471491
FQ_HJ_001_4_1	715601261898260485
FQ_HJ_001_4_2	715601261898260485
FQ_HJ_001_4_3	715601261894066197
FQ_HJ_002_1_1	715601261902454801
FQ_HJ_002_1_2	715601261898260489
FQ_HJ_002_1_3	715601261898260489
FQ_HJ_002_2_1	715601261902454797
FQ_HJ_002_2_2	715601261902454797
FQ_HJ_002_2_3	710062247606751243
FQ_HJ_002_3_1	715601261919232011
FQ_HJ_002_3_2	715601261919232011
FQ_HJ_002_3_3	715601261906649089
FQ_HJ_002_4_1	715601261902454805
FQ_HJ_002_4_2	715601261902454805
FQ_HJ_002_4_3	710061638300209153
FQ_HJ_003_1_1	715601261915037701
FQ_HJ_003_1_2	715601261902454793
FQ_HJ_003_1_3	710062247594168323
FQ_HJ_003_2_1	715601261902454799
FQ_HJ_003_2_2	715601261902454799
FQ_HJ_003_2_3	715601261898260491
FQ_HJ_003_3_1	715601261902454787
FQ_HJ_003_3_2	715601261898260495
FQ_HJ_003_3_3	715601261894066205
FQ_HJ_003_4_1	715601261898260487
FQ_HJ_003_4_2	715601261902454791
FQ_HJ_003_4_3	710061638254071812
FQ_HJ_004_1_1	715601261906649093
FQ_HJ_004_1_2	715601261906649093
FQ_HJ_004_1_3	715601261910843399
FQ_HJ_004_2_1	715601261906649099
FQ_HJ_004_2_2	715601261906649099
FQ_HJ_004_2_3	710062247610945541
FQ_HJ_004_3_1	715601261902454803
FQ_HJ_004_3_2	715601261902454803
FQ_HJ_004_3_3	715601261915037699
FQ_HJ_004_4_1	715601261910843393
FQ_HJ_004_4_2	715601261910843397
FQ_HJ_004_4_3	710061638321180673
FQ_HJ_005_1_1	715601261910843403
FQ_HJ_005_1_2	715601261910843407
FQ_HJ_005_1_3	715601261910843407
FQ_HJ_005_2_1	715601261915037709
FQ_HJ_005_2_2	715601261910843405
FQ_HJ_005_2_3	710062247615139845
FQ_HJ_005_3_1	715601261910843401
FQ_HJ_005_3_2	715601261919232009
FQ_HJ_005_3_3	715601261919232009
FQ_HJ_005_4_1	715601261915037703
FQ_HJ_005_4_2	715601261919232015
FQ_HJ_005_4_3	710061638262460429
FQ_HJ_006_1_1	715601261919232019
FQ_HJ_006_1_2	715601261919232029
FQ_HJ_006_1_3	710062247615139846
FQ_HJ_006_2_1	715601261919232007
FQ_HJ_006_2_2	715601261919232024
FQ_HJ_006_2_3	710062247623528465
FQ_HJ_006_3_1	715601261919232027
FQ_HJ_006_3_2	715601261923426313
FQ_HJ_006_3_3	710062247665471493
FQ_HJ_006_4_1	715601261927620621
FQ_HJ_006_4_2	715601261927620621
FQ_HJ_006_4_3	710061638270849026
FQ_HJ_007_1_1	715601261927620611
FQ_HJ_007_1_2	715601261927620611
FQ_HJ_007_1_3	710062247627722753
FQ_HJ_007_2_1	715601261927620609
FQ_HJ_007_2_2	715601261923426309
FQ_HJ_007_2_3	710062247615139855
FQ_HJ_007_3_1	715601261931814917
FQ_HJ_007_3_2	715601261931814917
FQ_HJ_007_3_3	710062247661277187
FQ_HJ_007_4_1	715601261936009217
FQ_HJ_007_4_2	715601261936009217
FQ_HJ_007_4_3	715601261931814913
FQ_HJ_008_1_1	715601261927620623
FQ_HJ_008_1_2	715601261927620623
FQ_HJ_008_1_3	710062247602556946
FQ_HJ_008_2_1	715601261927620633
FQ_HJ_008_2_2	715601261927620619
FQ_HJ_008_2_3	710062247615139861
FQ_HJ_008_3_1	715601261940203541
FQ_HJ_008_3_2	715601261931814921
FQ_HJ_008_3_3	715601261931814921
FQ_HJ_008_4_1	715601261936009229
FQ_HJ_008_4_2	715601261936009229
FQ_HJ_008_4_3	710061638249877517
FQ_HJ_009_1_1	715601261931814919
FQ_HJ_009_1_2	715601261940203535
FQ_HJ_009_1_3	715601261940203535
FQ_HJ_009_2_1	715601261940203531
FQ_HJ_009_2_2	715601261940203531
FQ_HJ_009_2_3	710062247615139849
FQ_HJ_009_3_1	715601261940203523
FQ_HJ_009_3_2	715601261940203525
FQ_HJ_009_3_3	710062247657082885
FQ_HJ_009_4_1	715601261936009219
FQ_HJ_009_4_2	715601261936009221
FQ_HJ_009_4_3	710061638254071813
FQ_HJ_010_1_1	715601261952786437
FQ_HJ_010_1_2	715601261952786433
FQ_HJ_010_1_3	715601261952786433
FQ_HJ_010_2_1	715601261940203521
FQ_HJ_010_2_2	715601261940203521
FQ_HJ_010_2_3	715601261940203533
FQ_HJ_010_3_1	715601261940203540
FQ_HJ_010_3_2	715601261944397831
FQ_HJ_010_3_3	715601261944397831
FQ_HJ_010_4_1	715601261944397835
FQ_HJ_010_4_2	715601261944397825
FQ_HJ_010_4_3	710061638249877519
FQ_HJ_011_1_1	715601261952786439
FQ_HJ_011_1_2	715601261952786439
FQ_HJ_011_1_3	710062247615139863
FQ_HJ_011_2_1	715601261952786435
FQ_HJ_011_2_2	715601261948592129
FQ_HJ_011_2_3	715601261948592129
FQ_HJ_011_3_1	715601261961175054
FQ_HJ_011_3_2	715601261952786441
FQ_HJ_011_3_3	715601261948592135
FQ_HJ_011_4_1	715601261952786443
FQ_HJ_011_4_2	715601261952786443
FQ_HJ_011_4_3	710061638254071815
FQ_HJ_012_1_1	715601261961175045
FQ_HJ_012_1_2	715601261961175049
FQ_HJ_012_1_3	715601261961175049
FQ_HJ_012_2_1	715601261961175057
FQ_HJ_012_2_2	715601261956980741
FQ_HJ_012_2_3	715601261956980741
FQ_HJ_012_3_1	715601261956980737
FQ_HJ_012_3_2	715601261956980737
FQ_HJ_012_3_3	710062247665471489
FQ_HJ_012_4_1	715601261961175061
FQ_HJ_012_4_2	715601261961175061
FQ_HJ_012_4_3	710061638266654721
FQ_HJ_013_1_1	715601261961175063
FQ_HJ_013_1_2	715601261961175051
FQ_HJ_013_1_3	710062247627722757
FQ_HJ_013_2_1	715601261969563649
FQ_HJ_013_2_2	715601261973757959
FQ_HJ_013_2_3	715601261973757959
FQ_HJ_013_3_1	715601261973757953
FQ_HJ_013_3_2	715601261973757961
FQ_HJ_013_3_3	710062247657082887
FQ_HJ_013_4_1	715601261977952257
FQ_HJ_013_4_2	715601261973757955
FQ_HJ_013_4_3	715601261973757955
